tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
105023	Nothobranchius furzeri	107395996	0	live	rad51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
105023	Nothobranchius furzeri	107391449	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		sgr15	NC_029663.1	38663438	38665572	plus	4		
105023	Nothobranchius furzeri	107388243	0	live	dmc1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		sgr12	NC_029660.1	39050948	39055911	plus	13		
83891	Trypanosoma conorhini	40318411	0	live	Tco025E_04800	Tco025E_04800	putative meiotic recombination protein DMC1	putative meiotic recombination protein DMC1		Unknown							
1276141	Metarhizium brunneum ARSEF 3297	26247089	0	live	MBR_09819	MBR_09819	Pfs, NACHT and Ankyrin domain protein			Unknown							
1276141	Metarhizium brunneum ARSEF 3297	26240919	0	live	MBR_03649	MBR_03649	DNA repair protein RAD51			Unknown							
413071	Trichoderma virens Gv29-8	25786866	0	live	TRIVIDRAFT_112066	TRIVIDRAFT_112066	meiosis defective protein MEI3			Unknown							
452589	Trichoderma atroviride IMI 206040	25776570	0	live	TRIATDRAFT_161197	TRIATDRAFT_161197	meiosis defective protein MEI3			Unknown							
145388	Monoraphidium neglectum	25740364	0	live	MNEG_7488	MNEG_7488	putative DNA repair protein RAD51 like protein			Unknown							
51031	Necator americanus	25347270	0	live	NECAME_07240	NECAME_07240	meiotic recombinase Dmc1			Unknown							
695850	Saprolegnia parasitica CBS 223.65	24134299	0	live	SPRG_12333	SPRG_12333	DNA repair protein RAD51 1			Unknown							
502780	Paracoccidioides brasiliensis Pb18	22587641	0	live	PADG_11744	PADG_11744, PADG_04310	meiotic recombinase Dmc1			Unknown							
502780	Paracoccidioides brasiliensis Pb18	22581483	0	live	PADG_01904	PADG_01904	DNA repair protein rhp51			Unknown							
655827	Metarhizium acridum CQMa 102	19248529	0	live	MAC_04218	MAC_04218	DNA repair protein RAD51			Unknown							
929439	Leishmania mexicana MHOM/GT/2001/U1103	13451201	0	live	LMXM_34_4890	LMXM_34_4890	RAD51/dmc1 protein			34	NC_018338.1	1785044	1786120	plus	1		
929439	Leishmania mexicana MHOM/GT/2001/U1103	13450391	0	live	LMXM_28_0550	LMXM_28_0550	putative RAD51 protein			28	NC_018332.1	184974	186101	minus	1		
502779	Paracoccidioides lutzii Pb01	9098573	0	live	PAAG_02879	PAAG_02879	DNA repair protein RAD51			Unknown							
502779	Paracoccidioides lutzii Pb01	9094459	0	live	PAAG_12289	PAAG_12289, PAAG_06887	meiotic recombinase Dmc1			Unknown							
6238	Caenorhabditis briggsae	8576397	0	live	Cbr-rad-51	CBG04405	C. briggsae CBR-RAD-51 protein			IV	NC_013487.1	11249400	11251281	plus	6		
294747	Candida tropicalis MYA-3404	8301220	0	live	CTRG_00891	CTRG_00891	DNA repair protein RAD51	DNA repair protein RAD51		Unknown							
294747	Candida tropicalis MYA-3404	8297396	0	live	CTRG_03542	CTRG_03542	meiotic recombination protein DMC1	meiotic recombination protein DMC1		Unknown							
344612	Aspergillus clavatus NRRL 1	4704477	0	live	ACLA_065330	ACLA_065330	meiotic recombination protein dmc1										
344612	Aspergillus clavatus NRRL 1	4701742	0	live	ACLA_025130	ACLA_025130	DNA repair protein RAD51, putative										
331117	Aspergillus fischeri NRRL 181	4589492	0	live	NFIA_114920	NFIA_114920	meiotic recombination protein dmc1			Unknown							
284592	Debaryomyces hansenii CBS767	2902232	0	live	DEHA2E16742g	DEHA2E16742g	DEHA2E16742p	DEHA2E16742p		E	NC_006047.2	1360915	1362008	plus	3		
284592	Debaryomyces hansenii CBS767	2900593	0	live	DEHA2C16698g	DEHA2C16698g	DEHA2C16698p	DEHA2C16698p		C	NC_006045.2	1467587	1468639	minus	1		
670483	Gloeophyllum trabeum ATCC 11539	19305304	0	live	GLOTRDRAFT_30022	GLOTRDRAFT_30022	Rad51-domain-containing protein			Unknown							
412133	Trichomonas vaginalis G3	4747955	0	live	TVAG_204070	TVAG_204070	DNA repair protein RAD51 homolog										
412133	Trichomonas vaginalis G3	4747887	0	live	TVAG_155030	TVAG_155030	Meiotic recombination protein DMC1/LIM15 homolog										
7994	Astyanax mexicanus	103041821	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		20	NC_035916.1	14229557	14244100	minus	9		
7994	Astyanax mexicanus	103027311	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		3	NC_035899.1	60697286	60702253	minus	7		
7994	Astyanax mexicanus	103023080	0	live	dmc1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		4	NC_035900.1	17391730	17396057	plus	15		
40151	Monodon monoceros	114904486	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
158456	Betta splendens	114849434	0	live	rad51b		RAD51 paralog B	DNA repair protein RAD51 homolog 2		24	NC_040901.1	2955408	2967169	plus	12		
299321	Denticeps clupeoides	114792510	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		6	NC_041712.1	8485903	8493212	plus	9		
299321	Denticeps clupeoides	114763535	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		14	NC_041720.1	14994153	15000468	plus	7		
10041	Peromyscus leucopus	114699268	0	live	Rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
10041	Peromyscus leucopus	114697777	0	live	Rad51b		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
27687	Erpetoichthys calabaricus	114667167	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		16	NC_041409.1	74525397	74557783	plus	7		
27687	Erpetoichthys calabaricus	114655744	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		8	NC_041401.1	78760279	78791074	plus	9		
491861	Grammomys surdaster	114625146	0	live	Rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
491861	Grammomys surdaster	114618745	0	live	Xrcc3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
8167	Perca flavescens	114559131	0	live	rad51c		RAD51 paralog C	LOW QUALITY PROTEIN: DNA repair protein RAD51 homolog 3		7	NC_041337.1	34992707	35001896	plus	4		
8167	Perca flavescens	114549087	0	live	rad51b		RAD51 paralog B	DNA repair protein RAD51 homolog 2		22	NC_041352.1	20331250	20332547	plus	1		
89673	Phyllostomus discolor	114502768	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		8	NC_040910.1	77426743	77453222	minus	9		
89673	Phyllostomus discolor	114491815	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		3	NC_040905.1	167449629	167949749	minus	10		
441366	Gouania willdenowi	114467049	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3-like		7	NC_041050.1	39050021	39053377	minus	4		
210632	Parambassis ranga	114438376	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3-like		7	NC_041028.1	3103639	3106540	plus	4		
210632	Parambassis ranga	114428466	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		24	NC_041043.1	17841212	17844677	plus	7		
32473	Xiphophorus couchianus	114140480	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		24	NC_040251.1	5948277	5954273	minus	6		
9704	Zalophus californianus	113908633	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
8005	Electrophorus electricus	113578406	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
310915	Pangasianodon hypophthalmus	113545315	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		19	NC_047613.1	7878647	7885540	minus	7		
194338	Athene cunicularia	113487300	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		19							
194338	Athene cunicularia	113480804	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		5							
116960	Ursus arctos horribilis	113268879	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
9999	Urocitellus parryii	113199004	0	live	Rad51d		RAD51 paralog D	DNA repair protein RAD51 homolog 4		Un							
9999	Urocitellus parryii	113180328	0	live	Rad51b		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
205130	Mastacembelus armatus	113131201	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
30464	Nothoprocta perdicaria	112955376	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
30464	Nothoprocta perdicaria	112954739	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
9696	Puma concolor	112856208	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
9696	Puma concolor	112853834	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
34884	Callorhinus ursinus	112822001	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
9565	Theropithecus gelada	112628535	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		7b	NC_037675.1	105266105	105281703	minus	9		
9565	Theropithecus gelada	112610208	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		16	NC_037684.1	14999034	15042181	minus	9		
1706337	Neophocaena asiaeorientalis asiaeorientalis	112408622	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
1706337	Neophocaena asiaeorientalis asiaeorientalis	112408019	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
9430	Desmodus rotundus	112316402	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
9430	Desmodus rotundus	112311838	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
9430	Desmodus rotundus	112311680	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
9430	Desmodus rotundus	112298625	0	live	RAD51D		RAD51 paralog D	DNA repair protein RAD51 homolog 4		Un							
74940	Oncorhynchus tshawytscha	112228521	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		30	NC_037126.1	19182938	19205759	plus	10		
2587831	Terrapene carolina triunguis	112114516	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
156563	Cyanistes caeruleus	111937821	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		19							
1841481	Seriola lalandi dorsalis	111654953	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
1841481	Seriola lalandi dorsalis	111645962	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
80972	Amphiprion ocellaris	111575168	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
80972	Amphiprion ocellaris	111574978	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
591936	Piliocolobus tephrosceles	111537639	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		16	NC_045449.1	35310594	35353590	minus	9		
9749	Delphinapterus leucas	111176036	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
9749	Delphinapterus leucas	111173034	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
29088	Neomonachus schauinslandi	110593148	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
29088	Neomonachus schauinslandi	110571691	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
29088	Neomonachus schauinslandi	110571413	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
8022	Oncorhynchus mykiss	110529730	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		8	NC_035084.1	24923811	24948318	plus	9		
299123	Lonchura striata domestica	110473985	0	live	RAD51B	RLOC_00013228	RAD51 paralog B	DNA repair protein RAD51 homolog 2|DNA repair protein RAD51 2		5	NC_042571.1	32814139	32825794	plus	6		
299123	Lonchura striata domestica	110469790	0	live	XRCC3	RLOC_00005580	X-ray repair cross complementing 3	DNA repair protein XRCC3		5	NC_042571.1	9785441	9794849	plus	8		
10089	Mus caroli	110307397	0	live	Xrcc3		X-ray repair cross complementing 3	DNA repair protein XRCC3		12	NC_034581.1	106265572	106274832	minus	8		
10089	Mus caroli	110305325	0	live	Rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		11	NC_034580.1	82581291	82604782	minus	9		
38626	Phascolarctos cinereus	110220657	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
150288	Boleophthalmus pectinirostris	110173261	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
9880	Odocoileus virginianus texanus	110149419	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
9880	Odocoileus virginianus texanus	110147289	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
103695	Pogona vitticeps	110087342	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
103695	Pogona vitticeps	110075563	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
43700	Monopterus albus	109974442	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
43700	Monopterus albus	109967900	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
51338	Castor canadensis	109699844	0	live	Rad51b		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
51338	Castor canadensis	109683781	0	live	Rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3|DNA repair protein RAD51 3		Un							
8255	Paralichthys olivaceus	109644779	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
109280	Hippocampus comes	109524829	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
109280	Hippocampus comes	109516759	0	live	rad51b		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
321398	Lepidothrix coronata	108508852	0	live	RAD51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
291302	Miniopterus natalensis	107538598	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
291302	Miniopterus natalensis	107535276	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
9407	Rousettus aegyptiacus	107498381	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
93934	Coturnix japonica	107315304	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		5	NC_029520.1	45901228	45906215	minus	7		
103944	Protobothrops mucrosquamatus	107286222	0	live	RAD51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
103944	Protobothrops mucrosquamatus	107285089	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
9157	Parus major	107212817	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		19	NC_031787.1	6937127	6954227	plus	11		
9157	Parus major	107206491	0	live	RAD51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		5	NC_031774.1	3866864	3874385	plus	10		
9994	Marmota marmota marmota	107150995	0	live	Xrcc3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
9994	Marmota marmota marmota	107143446	0	live	Rad51b		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
146911	Gekko japonicus	107121274	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
146911	Gekko japonicus	107117151	0	live	DMC1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		Un							
146911	Gekko japonicus	107115980	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
146911	Gekko japonicus	107113931	0	live	RAD51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
146911	Gekko japonicus	107112188	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
28743	Cyprinodon variegatus	107094791	0	live	rad51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
28743	Cyprinodon variegatus	107089531	0	live	dmc1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		Un							
32536	Acinonyx jubatus	106989948	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
32536	Acinonyx jubatus	106975989	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
32536	Acinonyx jubatus	106972380	0	live	RAD51D		RAD51 paralog D	DNA repair protein RAD51 homolog 4		Un							
48699	Poecilia latipinna	106951309	0	live	dmc1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		Un							
48699	Poecilia latipinna	106941619	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
48699	Poecilia latipinna	106935561	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
48701	Poecilia mexicana	106925737	0	live	dmc1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		Un							
48701	Poecilia mexicana	106910185	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
48701	Poecilia mexicana	106905635	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
198806	Calidris pugnax	106894505	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
198806	Calidris pugnax	106888060	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
9172	Sturnus vulgaris	106858529	0	live	DMC1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		Un							
9172	Sturnus vulgaris	106854788	0	live	RAD51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
9172	Sturnus vulgaris	106853353	0	live	RAD51D		RAD51 paralog D	DNA repair protein RAD51 homolog 4		Un							
9172	Sturnus vulgaris	106850521	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
9793	Equus asinus	106844770	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
9793	Equus asinus	106844547	0	live	RAD51D		RAD51 paralog D	DNA repair protein RAD51 homolog 4		Un							
9793	Equus asinus	106828845	0	live	TWNK		twinkle mtDNA helicase	twinkle protein, mitochondrial		Un							
8030	Salmo salar	106603463	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		ssa04	NC_027303.1	54641553	54672933	minus	10		
8030	Salmo salar	106571708	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		ssa15	NC_027314.1	40060011	40080919	plus	7		
35019	Thamnophis sirtalis	106553909	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
35019	Thamnophis sirtalis	106539977	0	live	DMC1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		Un							
52670	Austrofundulus limnaeus	106530970	0	live	rad51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
52670	Austrofundulus limnaeus	106530277	0	live	dmc1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		Un							
52670	Austrofundulus limnaeus	106527671	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
52670	Austrofundulus limnaeus	106511258	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
202946	Apteryx mantelli mantelli	106498220	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
202946	Apteryx mantelli mantelli	106497330	0	live	RAD51D		RAD51 paralog D	DNA repair protein RAD51 homolog 4		Un							
381198	Anser cygnoides domesticus	106047081	0	live	RAD51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
381198	Anser cygnoides domesticus	106045811	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
381198	Anser cygnoides domesticus	106037269	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
10020	Dipodomys ordii	105992050	0	live	Dmc1		DNA meiotic recombinase 1	LOW QUALITY PROTEIN: meiotic recombination protein DMC1/LIM15 homolog		Un							
10020	Dipodomys ordii	105986003	0	live	Rad51b		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
8078	Fundulus heteroclitus	105934393	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
8078	Fundulus heteroclitus	105928971	0	live	dmc1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog|Meiotic recombination DMC1/LIM15-like protein		Un							
8078	Fundulus heteroclitus	105922296	0	live	rad51c		RAD51 paralog C	DNA repair protein RAD51 homolog 3|DNA repair protein RAD51		Un							
7950	Clupea harengus	105899457	0	live	rad51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		15	NC_045166.1	6365897	6370255	minus	11		
379532	Propithecus coquereli	105819922	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
379532	Propithecus coquereli	105814226	0	live	RAD51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
379532	Propithecus coquereli	105813640	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
379532	Propithecus coquereli	105812613	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
379532	Propithecus coquereli	105805163	0	live	DMC1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		Un							
37293	Aotus nancymaae	105724132	0	live	RAD51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
9531	Cercocebus atys	105596748	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
9531	Cercocebus atys	105583324	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
9531	Cercocebus atys	105574264	0	live	RAD51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
9531	Cercocebus atys	105573261	0	live	DMC1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		Un							
9568	Mandrillus leucophaeus	105539078	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
9568	Mandrillus leucophaeus	105539022	0	live	DMC1		DNA meiotic recombinase 1	LOW QUALITY PROTEIN: meiotic recombination protein DMC1/LIM15 homolog		Un							
336983	Colobus angolensis palliatus	105527840	0	live	DMC1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		Un							
336983	Colobus angolensis palliatus	105520092	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
336983	Colobus angolensis palliatus	105518429	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
336983	Colobus angolensis palliatus	105505024	0	live	RAD51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
9545	Macaca nemestrina	105476828	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
9838	Camelus dromedarius	105091946	0	live	DMC1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		12	NC_044522.1	59330189	59362916	minus	15		
9837	Camelus bactrianus	105074701	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
9837	Camelus bactrianus	105073119	0	live	DMC1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		Un							
43346	Bison bison bison	105004096	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
43346	Bison bison bison	104996922	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
8208	Notothenia coriiceps	104965088	0	live	xrcc3		X-ray repair complementing defective repair in Chinese hamster cells 3	DNA repair protein XRCC3|X-ray repair cross complementing 3		Un							
8208	Notothenia coriiceps	104942385	0	live	rad51b		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
885580	Fukomys damarensis	104874360	0	live	Rad51d	H920_12657	RAD51 paralog D	DNA repair protein RAD51 homolog 4|DNA repair protein RAD51 like protein 4		Un							
885580	Fukomys damarensis	104862615	0	live	Rad51	H920_05556	RAD51 recombinase	DNA repair protein RAD51 homolog 1|DNA repair protein RAD51 like protein 1		Un							
52644	Haliaeetus leucocephalus	104835919	0	live	RAD51B		RAD51 paralog B	DNA repair protein RAD51 homolog 2		Un							
52644	Haliaeetus leucocephalus	104831418	0	live	DMC1		DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog		Un							
52644	Haliaeetus leucocephalus	104829841	0	live	RAD51		RAD51 recombinase	DNA repair protein RAD51 homolog 1		Un							
61622	Rhinopithecus roxellana	104672960	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		19	NC_044567.1	25664587	25708533	minus	10		
61622	Rhinopithecus roxellana	104654418	0	live	XRCC3		X-ray repair cross complementing 3	DNA repair protein XRCC3		5	NC_044553.1	162365506	162378866	minus	8		
100784	Balearica regulorum gibbericeps	104643935	0	live	RAD51C		RAD51 paralog C	DNA repair protein RAD51 homolog 3		Un							
100784	Balearica regulorum gibbericeps	104638814	0	live	RAD51B	N312_05321	RAD51 paralog B	DNA repair protein RAD51 homolog 2|DNA repair protein RAD51 2		Un							
100784	Balearica regulorum gibbericeps	104629314	0	live	DMC1	N312_04802	DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog|Meiotic recombination protein DMC1/LIM15		Un							
97097	Phaethon lepturus	104622729	0	live	DMC1	N335_06210	DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog|Meiotic recombination protein DMC1/LIM15		Un							
97097	Phaethon lepturus	104621227	0	live	RAD51B	N335_14312	RAD51 paralog B	DNA repair protein RAD51 homolog 2|DNA repair protein RAD51 2		Un							
97097	Phaethon lepturus	104615279	0	live	XRCC3	N335_00346	X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
94827	Tinamus guttatus	104579492	0	live	DMC1	N309_00677	DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog|Meiotic recombination protein DMC1/LIM15		Un							
94827	Tinamus guttatus	104577677	0	live	XRCC3	N309_12407	X-ray repair cross complementing 3	DNA repair protein XRCC3		Un							
94827	Tinamus guttatus	104568874	0	live	RAD51C	N309_03636	RAD51 paralog C	DNA repair protein RAD51 homolog 3|DNA repair protein RAD51 3		Un							
